City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nyurba,63.2842,118.3319,0.72,98,100,5.24,RU,1679939404
365,richards bay,-28.783,32.0377,20.05,62,76,3.82,ZA,1679939406
366,gualaceo,-2.9,-78.7833,19.81,91,97,2.48,EC,1679939406
367,kincardine,56.0667,-3.7167,8.23,67,35,2.18,GB,1679939407
368,hay river,60.8156,-115.7999,-15.02,55,20,4.63,CA,1679939407
369,tingi,-11.3,35.0333,18.73,94,100,0.55,TZ,1679939414
370,nagato,34.3833,131.2,9.98,70,6,2.79,JP,1679939415
371,darovskoy,58.77,47.9564,3.64,97,100,4.27,RU,1679939426
372,tieli,46.95,128.05,-0.05,39,3,1.51,CN,1679939428
373,fortuna,40.5982,-124.1573,8.29,74,0,4.63,US,1679939429
374,tazovskiy,67.4667,78.7,-25.34,99,82,4.0,RU,1679939430
375,kushmurun,52.4503,64.6311,2.11,87,62,3.93,KZ,1679939430
376,berlevag,70.8578,29.0864,-3.03,74,40,5.14,NO,1679939431
377,shakawe,-18.3667,21.85,20.26,91,94,1.95,BW,1679939440
378,ponnani,10.767,75.9252,26.62,75,41,4.39,IN,1679939440
379,scarborough,54.2797,-0.4044,6.48,66,27,3.13,GB,1679939407
380,qujing,25.4833,103.7833,9.49,82,95,2.4,CN,1679939441
381,florianopolis,-27.6146,-48.5012,25.86,60,0,7.2,BR,1679938938
382,itarema,-2.9248,-39.9167,28.28,72,82,3.08,BR,1679939442
383,hamilton,39.1834,-84.5333,14.49,67,75,6.69,US,1679939110
384,lethem,3.3803,-59.7968,37.06,27,67,4.54,GY,1679939443
385,brae,60.3964,-1.353,1.84,83,96,6.25,GB,1679939443
386,rock sound,24.9,-76.2,25.03,70,8,4.67,BS,1679939444
387,mandera,3.9366,41.867,31.43,49,88,3.02,KE,1679939444
388,port elizabeth,-33.918,25.5701,17.83,75,0,5.66,ZA,1679939445
389,niquero,20.0431,-77.5828,29.02,56,0,1.25,CU,1679939445
390,roebourne,-20.7833,117.1333,29.03,70,99,3.39,AU,1679939446
391,coihaique,-45.5752,-72.0662,14.97,72,75,3.09,CL,1679939180
392,muriwai beach,-36.8167,174.45,16.54,97,3,2.03,NZ,1679939446
393,aranos,-24.1333,19.1167,27.15,21,57,5.28,NA,1679939446
394,vagur,61.4732,-6.8119,3.95,55,90,10.59,FO,1679939447
395,sikonge,-5.6333,32.7667,19.13,95,100,1.71,TZ,1679939447
396,northam,51.0333,-4.2167,10.34,79,86,5.34,GB,1679939448
397,catuday,16.2923,119.8062,25.63,78,0,1.55,PH,1679939448
398,abu samrah,35.3029,37.1841,12.8,78,4,4.24,SY,1679939448
399,maunabo,18.0072,-65.8993,30.82,77,29,6.46,PR,1679939449
400,alekseyevsk,57.8406,108.3492,1.38,94,99,4.94,RU,1679939449
401,takaka,-40.85,172.8,15.31,83,99,3.19,NZ,1679939450
402,eyl,7.9803,49.8164,27.48,78,52,4.51,SO,1679939450
403,wukari,7.85,9.7833,30.95,39,77,0.62,NG,1679939451
404,borujerd,33.8973,48.7516,10.05,66,75,2.06,IR,1679939451
405,kajaani,64.2273,27.7285,-4.97,42,0,3.09,FI,1679939452
406,pierre,44.3683,-100.351,0.48,68,100,4.12,US,1679939356
407,montepuez,-13.1256,38.9997,21.04,98,100,1.62,MZ,1679939452
408,visby,57.6409,18.296,-0.66,86,75,10.8,SE,1679939453
409,sawakin,19.1059,37.3321,24.72,62,26,4.18,SD,1679939453
410,cayenne,4.9333,-52.3333,28.02,74,100,4.12,GF,1679939453
411,luleburgaz,41.4039,27.3592,15.1,65,23,8.59,TR,1679939454
412,riberalta,-10.9833,-66.1,29.11,70,75,2.57,BO,1679939186
413,ola,59.5833,151.2833,-15.71,97,96,3.23,RU,1679939362
414,myitkyina,25.3833,97.4,18.83,74,70,1.57,MM,1679939455
415,port-cartier,50.0334,-66.8654,0.42,98,100,3.09,CA,1679939455
416,yar-sale,66.8333,70.8333,-24.77,99,20,2.45,RU,1679939456
417,broome,42.2506,-75.833,14.28,45,100,2.57,US,1679939456
418,tolentino,43.2126,13.2901,12.49,81,53,0.51,IT,1679939456
419,conde,-7.2597,-34.9075,29.7,62,40,6.69,BR,1679939457
420,bolotnoye,55.6717,84.3981,0.7,97,100,5.31,RU,1679939457
421,saint-denis,48.9167,2.3333,10.19,51,0,3.6,FR,1679939338
422,constancia,24.2231,-107.1869,28.73,22,100,3.53,MX,1679939458
423,sardarshahr,28.4333,74.4833,25.43,30,50,2.69,IN,1679939458
424,abalak,58.1286,68.5944,5.21,99,100,3.18,RU,1679939458
425,zaltan,32.947,11.8665,18.82,61,22,7.55,LY,1679939459
426,babu,24.4167,111.5167,14.08,93,83,1.25,CN,1679939459
427,lata,40.1629,-8.3327,17.36,52,31,2.01,PT,1679939460
428,yuci,37.6803,112.7319,7.86,31,43,1.0,CN,1679939460
429,buala,-8.145,159.5921,26.47,84,80,2.12,SB,1679939460
430,shingu,33.7333,135.9833,8.04,60,94,2.81,JP,1679939461
431,saint-pierre,-21.3393,55.4781,23.82,73,40,2.06,RE,1679939461
432,khuzhir,53.1939,107.3397,-0.03,76,93,3.77,RU,1679939461
433,krasnyy profintern,57.7446,40.435,5.01,97,100,2.82,RU,1679939462
434,rognan,67.0953,15.3878,-2.92,82,1,3.16,NO,1679939463
435,bereza,53.5183,50.1397,12.01,66,40,4.02,RU,1679939465
436,mulchen,-37.7167,-72.2333,23.92,16,0,2.48,CL,1679939211
437,ucluelet,48.9329,-125.5528,8.38,76,55,0.89,CA,1679939467
438,noumea,-22.2763,166.4572,26.67,99,75,3.75,NC,1679939450
439,taiyuan,37.8694,112.5603,7.92,31,38,1.0,CN,1679939349
440,gharghoda,22.1667,83.35,26.78,27,8,1.19,IN,1679939468
441,tamboril,19.4854,-70.611,30.43,51,40,4.12,DO,1679939469
442,afsin,38.2477,36.914,10.47,74,29,5.28,TR,1679939470
443,fier,40.7239,19.5561,10.58,86,81,1.6,AL,1679939409
444,suksun,57.1431,57.3949,6.7,74,97,6.72,RU,1679939470
445,kharp,66.8014,65.8081,-16.23,97,55,2.65,RU,1679939471
446,keetmanshoop,-26.5833,18.1333,29.22,16,0,4.03,NA,1679939472
447,mandalgovi,45.7625,106.2708,2.12,28,11,2.21,MN,1679939474
448,martapura,-3.4167,114.85,24.05,100,75,2.06,ID,1679939477
449,raga,8.4596,25.678,29.31,22,86,1.96,SS,1679939477
450,manadhoo,5.7667,73.3833,28.28,71,57,3.25,MV,1679939478
451,shimoda,34.6667,138.95,10.06,88,100,6.79,JP,1679939478
452,tefe,-3.3542,-64.7114,32.06,62,20,1.54,BR,1679939479
453,haines junction,60.7522,-137.5108,-16.03,55,99,0.0,CA,1679939251
454,astana,51.1801,71.446,-1.03,100,10,2.0,KZ,1679939442
455,zhireken,52.8249,117.3076,-9.56,100,73,1.61,RU,1679939480
456,mitsamiouli,-11.3847,43.2844,27.91,75,55,1.91,KM,1679939481
457,marawi,7.9986,124.2928,20.13,95,100,0.88,PH,1679939481
458,loubomo,-4.1997,12.6739,23.43,92,98,2.17,CG,1679939482
459,srednekolymsk,67.45,153.6833,-24.61,90,30,2.8,RU,1679939482
460,alva,56.1528,-3.8051,8.1,64,35,1.75,GB,1679939483
461,laytown,53.6819,-6.2392,9.6,75,97,7.34,IE,1679939483
462,lagoa,39.05,-27.9833,14.92,76,4,12.16,PT,1679939484
463,inhambane,-23.865,35.3833,25.0,61,75,7.88,MZ,1679939485
464,zyryanka,65.75,150.85,-22.41,92,25,4.08,RU,1679939486
465,norsup,-16.0667,167.3833,25.16,82,45,1.06,VU,1679939487
466,dutlwe,-23.9833,23.9,25.08,42,78,7.72,BW,1679939488
467,havelock,34.8791,-76.9013,23.99,83,0,7.2,US,1679939490
468,treinta y tres,-33.2333,-54.3833,25.58,36,0,2.44,UY,1679939470
469,ternate,0.8,127.4,26.31,84,100,3.44,ID,1679939492
470,manjacaze,-24.7117,33.8828,22.34,58,100,5.14,MZ,1679939493
471,puerto madryn,-42.7692,-65.0385,32.13,11,35,10.76,AR,1679938767
472,arauca,7.0847,-70.7591,33.98,46,40,4.63,CO,1679939494
473,marsh harbour,26.5412,-77.0636,25.68,67,28,5.93,BS,1679939494
474,vanimo,-2.6741,141.3028,25.3,89,100,1.51,PG,1679939495
475,ejura,7.3856,-1.3562,29.85,53,85,3.98,GH,1679939497
476,aksu,41.1231,80.2644,13.52,18,75,1.79,CN,1679939497
477,ankpa,7.3706,7.6253,29.48,47,97,0.85,NG,1679939497
478,athabasca,54.7169,-113.2854,-10.77,67,90,3.62,CA,1679939498
479,blackwater,-23.5833,148.8833,21.49,80,31,2.66,AU,1679939499
480,siilinjarvi,63.0833,27.6667,-2.62,49,0,6.26,FI,1679939499
481,avera,33.194,-82.5271,18.03,79,100,6.09,US,1679939500
482,paita,-5.0892,-81.1144,28.3,64,85,2.78,PE,1679939500
483,tevaitoa,-16.7833,-151.5,27.64,74,76,4.78,PF,1679939501
484,copperas cove,31.1241,-97.9031,20.98,43,40,4.12,US,1679939168
485,doha,25.2867,51.5333,26.17,78,0,6.17,QA,1679939267
486,nueva germania,-23.9,-56.5667,30.82,41,8,0.3,PY,1679939501
487,watrous,51.6668,-105.4679,-19.12,60,99,1.03,CA,1679939502
488,smolenskoye,52.3044,85.0781,0.18,98,80,1.94,RU,1679939503
489,kutahya,39.4242,29.9833,11.55,47,1,6.94,TR,1679939503
490,ilhabela,-23.7781,-45.3581,24.6,84,100,1.85,BR,1679939504
491,kamyzyak,46.11,48.0736,15.01,62,40,9.0,RU,1679939504
492,tual,-5.6667,132.75,28.69,71,86,5.86,ID,1679939386
493,isiro,2.7739,27.616,22.99,74,82,1.21,CD,1679939505
494,verkhoyansk,67.5447,133.385,-12.68,88,100,1.77,RU,1679939506
495,sorland,67.667,12.6934,0.92,61,11,3.43,NO,1679939506
496,meulaboh,4.1363,96.1285,24.54,91,100,3.19,ID,1679939507
497,dzilam gonzalez,21.2833,-88.9333,34.83,29,78,3.57,MX,1679939507
498,dongsheng,39.8161,109.9776,5.32,23,94,3.16,CN,1679939509
499,pundaguitan,6.3711,126.1689,27.03,77,100,2.19,PH,1679939509
500,severnyy,50.677,36.5532,11.02,53,0,1.0,RU,1679939325
501,kpandae,8.4689,-0.0113,28.23,55,96,4.12,GH,1679939510
502,troitskoye,52.9821,84.6757,1.22,99,100,2.67,RU,1679939511
503,ngunguru,-35.6167,174.5,14.88,85,2,2.67,NZ,1679939511
504,alofi,-19.0595,-169.9187,23.94,94,75,0.51,NU,1679939512
505,half moon bay,37.4636,-122.4286,14.95,59,0,2.57,US,1679939512
506,vrangel,42.7297,133.0839,1.19,81,2,1.48,RU,1679939513
507,viljoenskroon,-27.2084,26.9485,20.41,42,44,2.97,ZA,1679939513
508,kantunilkin,21.0917,-87.45,33.06,31,30,4.51,MX,1679939514
509,lesosibirsk,58.2358,92.4828,1.75,97,100,5.76,RU,1679939514
510,balkanabat,39.5108,54.3671,20.27,37,97,3.36,TM,1679939514
511,pacifica,37.6138,-122.4869,14.37,63,20,2.57,US,1679939515
512,tete,-16.1564,33.5867,29.05,65,40,3.6,MZ,1679939515
513,tuscaloosa,33.2098,-87.5692,25.12,58,0,2.06,US,1679939517
514,wad rawah,15.1603,33.1397,28.32,16,14,4.58,SD,1679939517
515,eureka,40.8021,-124.1637,7.01,86,100,2.81,US,1679938830
516,henties bay,-22.116,14.2845,17.26,90,10,3.95,NA,1679939518
517,emerald,-23.5333,148.1667,20.75,80,62,3.45,AU,1679939519
518,tonantins,-2.8731,-67.8022,29.67,63,100,1.35,BR,1679939519
519,pangnirtung,66.1451,-65.7125,-11.0,73,100,2.57,CA,1679939363
520,cabedelo,-6.9811,-34.8339,30.37,69,100,5.16,BR,1679939520
521,sept-iles,50.2001,-66.3821,0.59,89,100,7.2,CA,1679939284
522,baykit,61.67,96.37,-4.58,86,78,5.99,RU,1679939520
523,teya,60.3778,92.6267,-3.15,80,90,7.07,RU,1679939521
524,metkovic,43.0542,17.6483,14.26,76,81,2.23,HR,1679939521
525,madaoua,14.073,5.96,31.75,10,84,3.89,NE,1679939522
526,viedma,-40.8135,-62.9967,29.23,29,0,12.07,AR,1679939524
527,kropotkin,45.4375,40.5756,8.7,86,7,3.8,RU,1679939526
528,la fria,8.2203,-72.2439,32.06,52,82,2.45,VE,1679939527
529,xining,36.6167,101.7667,3.41,49,88,2.29,CN,1679939366
530,chunoyar,57.4467,97.3217,1.6,92,100,6.26,RU,1679939531
531,naldurg,17.8167,76.3,28.39,12,32,3.75,IN,1679939540
532,muros,42.7762,-9.0603,16.58,67,65,0.74,ES,1679939543
533,sao sebastiao,-23.76,-45.4097,23.73,90,100,1.7,BR,1679938740
534,kokstad,-30.5472,29.4241,8.42,96,6,1.75,ZA,1679939544
535,shubarkuduk,49.1447,56.4872,12.4,40,17,5.3,KZ,1679939549
536,ust-maya,60.4167,134.5333,-12.91,95,83,2.07,RU,1679939552
537,niort,46.3333,-0.3333,11.21,57,81,0.89,FR,1679939354
538,mizdah,31.4451,12.9801,23.18,15,0,2.76,LY,1679939553
539,kununurra,-15.7667,128.7333,23.99,88,52,1.03,AU,1679939416
540,bako,5.7833,36.5667,18.63,81,61,1.7,ET,1679939556
541,madimba,-10.4,40.3333,26.14,84,93,1.49,TZ,1679939557
542,hambantota,6.1241,81.1185,27.2,77,41,2.0,LK,1679939558
543,vakhtan,57.9659,46.6889,3.26,97,100,4.72,RU,1679939558
544,zhoucheng,35.9122,116.3117,9.38,61,0,2.29,CN,1679939559
545,eirunepe,-6.6603,-69.8736,26.76,87,97,1.03,BR,1679939560
546,shakhtinsk,49.71,72.5872,-1.09,96,27,1.66,KZ,1679939560
547,paracuru,-3.41,-39.0306,27.84,83,65,2.9,BR,1679939561
548,tungor,53.3808,142.9564,-5.61,89,98,4.29,RU,1679939561
549,sarangani,5.4033,125.4636,26.62,81,99,2.93,PH,1679939561
550,labuhan,-6.8844,112.2051,24.81,87,100,2.32,ID,1679939504
551,murud,18.3258,72.965,24.0,76,100,2.37,IN,1679939562
552,carballo,43.213,-8.691,16.35,71,59,0.76,ES,1679939563
553,raudeberg,61.9875,5.1352,2.37,76,5,4.1,NO,1679939423
554,paray-le-monial,46.4546,4.1158,6.97,61,0,2.57,FR,1679939563
555,umea,63.8284,20.2597,-4.04,39,0,4.12,SE,1679939563
556,okhotsk,59.3833,143.3,-17.69,100,76,1.89,RU,1679939564
557,borzya,50.3833,116.5167,-10.95,97,50,1.45,RU,1679939564
558,gizo,-8.103,156.8419,27.91,78,59,5.01,SB,1679939565
559,moron,-34.6534,-58.6198,26.68,51,0,3.86,AR,1679939565
560,san cristobal,7.7669,-72.225,27.1,40,98,2.5,VE,1679939566
561,kirkuk,35.4681,44.3922,14.8,84,100,2.83,IQ,1679939566
562,zhuhai,22.2769,113.5678,17.84,88,40,4.63,CN,1679939566
563,den helder,52.9599,4.7593,5.54,77,75,7.15,NL,1679939346
564,enterprise,36.0252,-115.2419,9.8,20,20,6.69,US,1679939567
565,paamiut,61.994,-49.6678,-1.68,75,1,6.29,GL,1679939568
566,lewistown,40.5992,-77.5714,15.67,35,40,1.54,US,1679939568
567,mantua,45.1667,10.7833,16.58,56,30,1.7,IT,1679939568
568,kyra,49.5776,111.9753,-4.34,88,17,1.34,RU,1679939569
569,kahului,20.8947,-156.47,26.02,86,0,1.54,US,1679939569
570,buin,-33.7333,-70.75,28.18,25,0,3.99,CL,1679939569
